6f24e9c88644e0f63d3ea5d2a4b62d28	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosotenuis;D_6__uncultured crenarchaeote
77d6a7db6de3bb1f15a02fdb36f90627	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Bradyrhizobium
f4ab08967f420d77c4df2ec76139d969	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae
a6d4742d8c802171498b62b6d79b1764	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales;D_4__Streptomycetaceae;D_5__Streptomyces
533d09f02e1b606d25543c4d0f4c601e	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosotaleales;D_4__Nitrosotaleaceae;D_5__Candidatus Nitrosotalea;D_6__uncultured archaeon
ac6b4a0a46aa3481262e44a6e29b33f6	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium
ad4e721d08ec5a5c362640e718325efd	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae
43894abdfa77c1835493dfd21659b3bc	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosoarchaeum
eff02537cd149d6be9ef02739369db0d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__MND1
f2dbc466103b9185fca5e5fdf56dbfcb	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__MND1
